,ON_DAY,SUM_VALUES,MAX(AGE1_SEX0),MAX(AGE2_SEX0),MAX(AGE3_SEX0),MAX(AGE1_SEX1),MAX(AGE2_SEX1),MAX(AGE3_SEX1),Class
6285,91,14,15,105,23,38,63,10,5
6286,332,68,3,97,25,0,67,1,5
6287,346,173,28,64,19,1,32,21,5
6288,138,73,21,98,17,1,17,20,5
6289,235,127,19,30,32,1,11,34,5
6290,74,183,11,74,14,0,57,19,5
6291,196,88,27,47,6,37,61,33,5
6292,103,182,18,107,1,39,54,20,5
6293,180,71,29,89,16,38,72,12,5
6294,155,101,4,21,19,36,41,35,5
6295,97,64,5,22,11,1,21,25,5
6296,112,49,5,9,1,1,25,5,5
6297,37,132,3,32,6,1,14,34,5
6298,68,64,15,99,16,1,33,32,5
6299,289,178,25,10,11,36,4,29,5
6300,232,26,8,72,21,0,66,31,5
6301,77,183,3,64,32,36,27,40,5
6302,89,21,6,77,27,0,17,21,5
6303,46,138,12,78,26,1,10,8,5
6304,78,181,25,16,15,38,15,30,5
6305,308,52,24,81,26,38,3,1,5
6306,331,135,7,39,19,36,24,5,5
6307,278,29,23,49,22,0,17,40,5
6308,321,154,15,116,30,36,22,27,5
6309,99,169,6,35,22,0,60,36,5
6310,276,44,13,78,4,39,32,8,5
6311,342,153,10,60,11,0,12,24,5
6312,164,79,25,16,8,0,8,20,5
6313,90,126,21,70,13,37,22,18,5
6314,190,103,14,112,30,1,34,8,5
6315,288,91,1,97,3,1,19,13,5
6316,121,19,4,67,10,0,66,7,5
6317,36,149,8,88,14,1,7,10,5
6318,321,89,16,73,15,0,42,35,5
6319,91,77,7,104,16,0,39,23,5
6320,56,69,20,96,26,0,34,7,5
6321,321,73,24,94,3,36,58,18,5
6322,167,126,6,95,12,36,3,23,5
6323,58,36,5,97,22,36,32,28,5
6324,188,75,2,64,11,36,28,32,5
6325,138,27,6,81,7,37,33,41,5
6326,137,21,10,32,26,0,39,32,5
6327,40,117,14,3,5,39,30,30,5
6328,290,45,15,26,25,0,23,8,5
6329,153,29,15,76,13,1,61,34,5
6330,263,80,4,100,19,39,53,26,5
6331,35,40,9,3,24,37,36,23,5
6332,116,111,27,37,19,37,18,15,5
6333,163,181,21,60,7,36,39,28,5
6334,282,19,3,107,11,0,41,9,5
6335,198,46,1,47,25,39,66,24,5
6336,162,141,26,11,30,0,15,38,5
6337,334,179,9,80,2,37,68,38,5
6338,56,88,19,115,15,39,59,14,5
6339,346,49,25,28,23,36,64,41,5
6340,302,31,3,106,20,1,27,1,5
6341,329,109,29,33,12,38,23,38,5
6342,45,84,28,12,26,37,33,33,5
6343,145,151,10,102,21,38,72,11,5
6344,233,80,6,8,29,36,52,38,5
6345,41,133,11,15,19,37,61,3,5
6346,51,122,29,91,18,37,47,19,5
6347,70,103,16,97,11,0,9,23,5
6348,271,133,20,96,9,1,26,32,5
6349,314,27,28,33,6,0,27,17,5
6350,124,22,1,71,8,36,46,34,5
6351,73,96,24,19,15,38,56,19,5
6352,163,71,3,118,7,1,51,13,5
6353,143,147,9,79,12,0,65,6,5
6354,107,77,15,61,15,0,29,39,5
6355,260,54,3,119,16,37,11,19,5
6356,66,113,6,102,11,1,12,6,5
6357,119,21,21,94,26,1,22,25,5
6358,140,83,12,54,7,37,66,28,5
6359,69,127,29,53,13,1,13,17,5
6360,55,52,11,120,2,1,19,25,5
6361,95,147,10,5,16,1,38,8,5
6362,26,95,27,24,25,1,28,19,5
6363,100,95,11,56,25,38,62,9,5
6364,339,165,13,81,8,36,6,14,5
6365,57,84,22,26,7,36,10,14,5
6366,364,63,14,111,22,1,71,33,5
6367,295,126,29,20,16,39,5,20,5
6368,355,147,10,67,25,1,62,38,5
6369,131,115,4,116,18,1,48,7,5
6370,48,21,11,109,20,1,4,15,5
6371,292,44,14,81,15,36,29,22,5
6372,69,58,29,61,24,0,30,2,5
6373,31,33,8,93,9,0,66,40,5
6374,278,61,15,49,24,36,14,8,5
6375,341,21,27,10,27,38,47,37,5
6376,224,153,1,79,11,1,47,17,5
6377,327,166,1,115,15,39,56,13,5
6378,279,59,28,20,18,1,3,19,5
6379,151,91,26,25,32,39,17,21,5
6380,92,72,19,91,14,0,39,4,5
6381,242,25,4,14,5,36,22,40,5
6382,184,133,17,7,2,0,56,7,5
6383,63,85,10,92,6,39,55,22,5
6384,39,52,2,86,22,1,24,29,5
6385,184,148,8,46,28,0,3,4,5
6386,113,146,28,16,4,1,39,7,5
6387,107,52,24,33,1,1,12,38,5
6388,17,99,18,111,32,0,29,8,5
6389,119,123,22,32,21,36,56,20,5
6390,36,17,4,26,23,36,47,13,5
6391,108,95,4,74,14,37,51,15,5
6392,165,115,7,59,4,38,21,39,5
6393,210,15,17,79,20,36,37,2,5
6394,25,26,16,98,22,0,23,36,5
6395,123,122,5,69,15,1,8,16,5
6396,178,64,8,116,27,37,30,7,5
6397,125,104,17,7,30,38,71,38,5
6398,201,126,4,103,31,37,59,19,5
6399,325,118,13,27,1,38,71,13,5
6400,337,172,23,57,10,37,3,26,5
6401,335,90,14,106,21,1,6,33,5
6402,2,59,29,96,12,36,27,26,5
6403,347,151,17,60,26,38,10,10,5
6404,234,67,20,100,24,39,21,11,5
6405,279,122,20,90,3,38,21,35,5
6406,216,185,8,39,15,36,71,18,5
6407,351,43,8,57,13,37,5,9,5
6408,93,171,24,69,21,0,50,3,5
6409,330,71,6,21,16,1,20,1,5
6410,221,169,15,67,15,0,62,4,5
6411,143,147,5,91,3,1,22,5,5
6412,307,100,1,55,25,36,59,29,5
6413,252,63,26,42,26,0,48,22,5
6414,111,83,5,43,5,1,9,37,5
6415,149,145,16,93,31,36,40,15,5
6416,355,147,18,52,32,36,36,17,5
6417,40,81,7,35,25,1,22,25,5
6418,349,145,9,110,3,0,46,1,5
6419,195,171,3,28,12,1,35,40,5
6420,309,46,13,63,25,1,52,10,5
6421,357,76,5,22,18,1,58,11,5
6422,23,82,21,68,9,38,23,1,5
6423,30,23,17,114,26,0,60,28,5
6424,23,38,8,49,6,2,2,22,6
6425,78,110,28,15,24,9,0,26,6
6426,69,26,13,74,30,30,2,23,6
6427,285,94,8,99,25,31,0,9,6
6428,178,177,15,9,10,31,81,12,6
6429,175,19,23,47,13,4,2,6,6
6430,292,41,7,38,24,11,0,19,6
6431,186,58,26,40,23,8,80,20,6
6432,330,49,11,20,16,19,81,21,6
6433,19,155,3,29,29,21,1,8,6
6434,317,23,18,56,32,1,84,13,6
6435,241,181,5,37,28,9,83,23,6
6436,45,18,1,116,11,12,81,4,6
6437,231,123,27,113,20,21,81,10,6
6438,329,174,22,76,25,9,0,6,6
6439,106,28,14,95,6,23,0,37,6
6440,54,155,26,44,24,3,79,20,6
6441,65,69,23,112,23,27,1,8,6
6442,306,27,24,53,10,12,80,3,6
6443,323,33,28,69,23,18,84,39,6
6444,157,114,27,98,13,15,79,13,6
6445,172,152,5,56,12,30,2,34,6
6446,241,102,9,94,31,33,79,22,6
6447,246,177,26,9,26,25,82,28,6
6448,364,117,18,45,32,18,1,25,6
6449,62,148,19,5,2,20,84,38,6
6450,22,178,11,95,22,19,2,26,6
6451,69,104,11,96,11,19,82,4,6
6452,30,30,14,91,31,5,84,2,6
6453,258,60,28,63,12,20,0,10,6
6454,280,92,15,28,26,24,84,7,6
6455,194,94,15,14,3,3,0,39,6
6456,275,73,12,21,21,18,85,38,6
6457,89,69,5,100,3,22,1,26,6
6458,218,111,11,60,18,24,79,3,6
6459,167,73,2,54,30,29,84,11,6
6460,29,175,27,104,16,11,1,33,6
6461,32,120,16,86,2,17,0,36,6
6462,236,166,11,67,25,24,85,37,6
6463,233,28,28,59,5,13,1,35,6
6464,262,117,27,105,29,26,0,39,6
6465,31,92,29,5,14,10,79,1,6
6466,165,49,15,59,11,31,85,33,6
6467,176,32,13,64,23,28,79,26,6
6468,55,129,3,24,32,1,1,31,6
6469,309,178,2,46,16,4,2,13,6
6470,295,56,25,47,30,20,1,4,6
6471,33,58,29,6,17,33,1,25,6
6472,54,16,10,20,30,30,82,37,6
6473,168,137,15,31,27,13,0,18,6
6474,333,115,27,90,17,15,82,22,6
6475,345,148,13,20,32,3,81,30,6
6476,37,42,18,17,11,17,86,30,6
6477,103,81,4,26,29,33,80,13,6
6478,330,64,21,107,16,1,83,29,6
6479,123,129,22,105,11,4,86,18,6
6480,353,115,20,24,17,27,2,19,6
6481,247,154,21,92,12,11,80,29,6
6482,10,128,17,110,13,29,85,14,6
6483,231,47,15,120,25,12,81,9,6
6484,216,103,20,102,5,22,2,21,6
6485,34,164,19,119,14,18,85,14,6
6486,45,86,11,38,12,26,84,15,6
6487,211,174,27,56,9,21,83,29,6
6488,147,18,7,25,8,33,79,14,6
6489,64,59,24,41,16,25,0,35,6
6490,182,32,6,74,25,27,1,14,6
6491,288,175,27,90,26,13,82,34,6
6492,148,67,19,46,32,27,2,24,6
6493,301,31,18,14,14,12,1,36,6
6494,78,96,8,81,24,17,1,1,6
6495,103,83,20,89,25,19,81,40,6
6496,64,108,21,29,27,25,84,15,6
6497,103,128,27,117,28,1,0,14,6
6498,348,167,9,91,21,2,83,26,6
6499,341,126,23,13,5,10,1,25,6
6500,21,144,11,25,19,28,0,17,6
6501,10,64,6,49,1,10,86,40,6
6502,318,154,8,97,31,13,81,14,6
6503,356,32,27,106,7,1,2,20,6
6504,18,99,17,84,32,16,1,15,6
6505,288,148,17,44,8,4,86,20,6
6506,237,99,18,85,15,20,0,31,6
6507,11,103,16,31,19,11,79,37,6
6508,310,170,25,54,22,24,2,22,6
6509,267,180,10,83,24,7,81,25,6
6510,61,99,13,115,13,31,86,32,6
6511,108,143,5,56,3,18,82,21,6
6512,60,69,23,55,22,3,1,13,6
6513,251,19,5,56,23,3,1,7,6
6514,6,167,21,28,8,32,86,11,6
6515,252,160,26,114,20,20,1,25,6
6516,294,168,7,80,16,10,2,32,6
6517,294,67,27,80,28,31,0,7,6
6518,306,68,10,108,20,25,81,34,6
6519,74,128,6,88,15,30,2,37,6
6520,110,107,18,20,32,9,1,18,6
6521,217,47,8,65,6,7,1,15,6
6522,94,28,3,9,32,20,81,24,6
6523,296,172,24,111,14,10,82,39,6
6524,254,71,3,9,19,16,2,36,6
6525,75,60,10,85,28,31,0,3,6
6526,300,170,20,12,20,15,81,35,6
6527,72,79,7,90,24,9,85,6,6
6528,156,105,5,64,1,32,83,30,6
6529,150,27,24,116,16,7,2,39,6
6530,325,55,18,37,9,2,1,11,6
6531,119,38,18,67,7,10,84,34,6
6532,352,124,9,37,2,24,84,15,6
6533,328,161,5,46,9,11,82,35,6
6534,349,125,4,117,14,5,2,9,6
6535,70,128,27,44,3,28,86,12,6
6536,223,122,8,113,4,24,0,39,6
6537,32,167,7,40,24,26,82,34,6
6538,228,177,15,55,25,30,0,21,6
6539,211,62,1,120,6,25,83,35,6
6540,299,105,7,54,11,27,82,14,6
6541,317,177,15,27,1,11,1,16,6
6542,86,49,28,49,32,5,1,35,6
6543,309,133,15,97,4,16,2,27,6
6544,120,165,13,103,5,1,2,17,6
6545,342,139,7,75,32,7,2,13,6
6546,220,32,14,34,21,23,84,4,6
6547,162,89,13,76,26,19,81,23,6
6548,355,29,4,59,26,32,86,12,6
6549,191,42,12,16,8,33,0,29,6
6550,251,135,11,56,27,2,2,13,6
6551,39,115,29,58,7,9,82,30,6
6552,16,98,4,64,9,30,79,33,6
6553,51,173,18,55,32,23,2,28,6
6554,344,53,7,33,26,11,1,32,6
6555,209,110,1,38,22,9,2,36,6
6556,114,116,7,77,20,9,1,32,6
6557,284,75,14,21,15,8,81,10,6
6558,64,184,20,66,29,4,0,5,6
6559,28,185,15,121,30,8,0,16,6
6560,283,51,3,93,4,13,1,35,6
6561,349,24,10,87,14,30,2,15,6
6562,93,43,12,82,1,31,0,31,6
6563,77,15,18,15,3,12,83,20,6
6564,177,80,2,75,12,25,83,20,6
6565,161,106,1,77,20,22,0,12,6
6566,6,104,29,26,13,6,2,33,6
6567,290,54,25,36,18,27,2,21,6
6568,134,179,17,79,9,14,2,9,6
6569,314,169,6,80,22,6,86,9,6
6570,16,54,21,45,30,23,86,28,6
6571,124,150,3,5,2,14,0,8,6
6572,243,66,23,79,4,8,1,39,6
6573,294,165,5,94,4,8,83,26,6
6574,39,136,9,76,24,19,83,5,6
6575,130,79,16,76,8,20,85,37,6
6576,304,58,22,26,9,22,0,15,6
6577,300,108,15,88,14,11,84,17,6
6578,152,25,16,82,20,25,82,21,6
6579,103,102,3,106,2,11,79,39,6
6580,8,140,4,77,1,25,2,41,6
6581,221,69,13,9,18,10,83,36,6
6582,301,144,15,96,1,31,81,15,6
6583,169,87,26,48,21,10,83,41,6
6584,338,149,18,116,3,31,80,38,6
6585,17,35,26,31,30,5,85,34,6
6586,304,46,20,99,2,7,86,32,6
6587,238,156,25,7,6,28,82,9,6
6588,16,45,5,86,29,6,79,18,6
6589,342,174,23,98,15,11,80,37,6
6590,360,39,1,7,24,21,2,37,6
6591,191,125,23,95,21,21,79,35,6
6592,131,72,26,99,16,1,84,13,6
6593,362,163,9,111,30,26,1,6,6
6594,155,175,7,6,16,27,81,9,6
6595,321,72,25,14,28,9,84,27,6
6596,92,55,28,45,3,22,1,17,6
6597,20,52,12,116,2,3,82,39,6
6598,352,69,11,57,27,20,83,15,6
6599,234,89,3,68,8,4,82,1,6
6600,88,154,23,7,32,8,82,37,6
6601,221,50,8,34,24,13,79,38,6
6602,131,63,2,25,23,4,84,12,6
6603,169,102,29,90,23,5,1,20,6
6604,198,107,28,119,29,17,0,16,6
6605,217,51,27,98,10,14,81,11,6
6606,114,112,2,118,10,27,1,28,6
6607,60,30,26,120,14,11,2,27,6
6608,296,75,20,13,27,11,2,22,6
6609,295,75,26,12,4,16,0,16,6
6610,303,68,19,102,20,8,0,2,6
6611,182,73,21,34,3,25,0,1,6
6612,320,163,14,69,17,9,84,13,6
6613,137,75,26,33,30,32,79,19,6
6614,264,50,22,76,27,11,82,34,6
6615,140,172,13,72,18,10,86,14,6
6616,136,73,18,102,4,2,82,9,6
6617,90,126,5,40,25,7,2,12,6
6618,279,174,25,93,19,20,85,14,6
6619,87,66,16,43,1,22,2,12,6
6620,165,182,22,90,29,3,82,14,6
6621,3,185,23,121,30,3,2,8,6
6622,223,144,17,5,14,1,1,25,6
6623,41,177,12,75,7,26,83,24,6
6624,174,100,20,28,14,31,0,15,6
6625,321,63,5,13,27,18,2,7,6
6626,52,15,22,83,23,14,0,37,6
6627,175,65,21,73,6,17,79,20,6
6628,294,33,2,113,2,22,0,37,6
6629,222,117,5,14,17,16,86,1,6
6630,176,128,29,110,4,21,1,29,6
6631,313,23,23,84,17,4,82,24,6
6632,345,82,1,63,15,21,82,23,6
6633,54,89,15,56,30,25,0,30,6
6634,317,107,15,101,23,17,2,9,6
6635,99,173,10,18,23,22,2,17,6
6636,61,18,19,46,5,33,83,27,6
6637,25,158,6,8,9,32,0,25,6
6638,240,119,5,31,23,9,86,29,6
6639,62,142,15,109,29,7,2,35,6
6640,36,116,5,36,27,20,0,29,6
6641,69,130,20,78,14,28,81,35,6
6642,140,151,26,37,22,4,2,1,6
6643,207,182,7,46,9,8,0,39,6
6644,40,112,28,88,32,4,1,21,6
6645,2,134,27,98,27,2,81,5,6
6646,80,61,8,47,8,12,2,32,6
6647,262,98,7,116,28,24,79,31,6
6648,42,178,18,64,10,19,80,17,6
6649,34,103,25,94,8,19,84,26,6
6650,39,169,27,33,4,26,81,2,6
6651,83,150,20,12,26,31,0,37,6
6652,302,149,27,96,9,7,85,8,6
6653,310,56,17,3,4,11,0,6,6
6654,58,175,27,32,2,31,81,3,6
6655,96,77,19,11,28,26,0,39,6
6656,235,161,17,70,8,10,79,10,6
6657,147,166,29,20,15,26,1,28,6
6658,322,101,19,88,1,12,2,2,6
6659,40,41,24,95,25,9,80,41,6
6660,257,144,8,15,23,12,85,39,6
6661,97,110,23,71,19,10,1,34,6
6662,186,173,12,88,20,5,1,5,6
6663,80,32,24,113,8,8,0,34,6
6664,148,26,21,74,4,4,82,4,6
6665,251,126,22,93,28,30,80,3,6
6666,184,168,28,76,12,2,86,17,6
6667,48,56,9,7,29,14,83,6,6
6668,37,132,21,100,10,31,0,25,6
6669,176,175,28,36,22,17,82,36,6
6670,107,88,17,43,8,25,84,27,6
6671,153,169,25,56,10,26,82,38,6
6672,291,96,11,60,21,12,79,38,6
6673,18,123,12,101,30,27,0,21,6
6674,79,160,24,75,9,27,79,29,6
6675,52,109,23,80,10,28,2,13,6
6676,30,20,25,76,18,27,0,14,6
6677,216,136,9,61,26,18,86,31,6
6678,57,93,27,69,29,28,79,36,6
6679,352,33,12,111,17,1,2,31,6
6680,287,166,9,55,13,8,1,28,6
6681,34,84,29,91,28,1,2,1,6
6682,309,100,15,92,13,31,80,22,6
6683,67,147,29,66,16,15,2,18,6
6684,347,143,20,53,14,23,2,15,6
6685,111,107,11,45,18,31,84,16,6
6686,13,32,28,101,27,9,83,11,6
6687,315,14,6,87,17,3,2,4,6
6688,235,47,2,110,26,31,81,23,6
6689,312,33,22,19,10,26,0,40,6
6690,342,58,24,13,11,30,79,39,6
6691,83,63,27,10,17,18,1,8,6
6692,78,133,4,68,16,27,81,8,6
6693,332,67,12,36,8,3,0,41,6
6694,187,162,20,15,23,29,0,15,6
6695,59,153,7,96,18,9,81,30,6
6696,109,27,27,101,15,8,1,18,6
6697,215,58,25,24,22,22,0,14,6
6698,301,27,14,101,14,21,2,23,6
6699,350,161,23,66,8,11,79,17,6
6700,279,148,23,95,8,30,82,40,6
6701,24,130,17,119,11,18,2,37,6
6702,183,149,18,7,31,5,2,12,6
6703,270,52,28,50,12,20,85,11,6
6704,351,145,6,104,4,5,1,23,6
6705,314,71,3,118,14,10,0,24,6
6706,190,170,8,9,28,15,86,6,6
6707,134,107,26,114,12,3,1,20,6
6708,82,90,24,36,17,18,79,37,6
6709,83,122,15,113,10,12,86,40,6
6710,222,85,25,84,23,29,1,1,6
6711,177,32,28,84,24,20,2,25,6
6712,198,114,3,55,5,11,82,32,6
6713,363,33,23,53,23,24,85,16,6
6714,183,79,20,109,23,6,0,38,6
6715,285,65,2,53,31,27,82,15,6
6716,10,118,2,121,20,14,86,14,6
6717,168,120,24,51,9,17,79,22,6
6718,230,120,21,25,11,24,84,7,6
6719,2,119,19,30,29,7,82,24,6
6720,43,54,6,81,12,26,79,16,6
6721,101,57,1,97,19,28,2,8,6
6722,87,19,8,61,1,23,2,22,6
6723,225,87,7,87,26,25,82,20,6
6724,308,157,4,68,22,20,2,5,6
6725,61,87,7,67,9,7,1,2,6
6726,209,130,11,73,19,25,0,30,6
6727,155,135,24,25,6,20,86,24,6
6728,6,135,5,110,26,3,84,22,6
6729,152,85,1,45,8,28,2,11,6
6730,89,148,1,52,24,26,80,22,6
6731,95,42,3,18,1,22,1,8,6
6732,74,48,8,103,27,10,0,14,6
6733,334,75,21,121,13,6,80,35,6
6734,76,144,6,69,22,26,1,20,6
6735,88,89,19,51,5,3,80,29,6
6736,280,131,12,91,29,22,86,39,6
6737,101,106,19,77,15,14,2,35,6
6738,16,172,2,108,8,31,85,18,6
6739,261,170,15,55,13,21,1,17,6
6740,91,58,10,112,21,30,79,40,6
6741,238,127,25,63,2,5,83,30,6
6742,103,38,4,108,5,3,86,5,6
6743,104,173,7,76,27,17,1,35,6
6744,363,151,8,47,3,18,86,20,6
6745,319,107,10,54,20,13,2,40,6
6746,329,86,15,75,19,8,79,6,6
6747,150,140,7,113,8,5,85,1,6
6748,250,118,24,69,18,13,0,28,6
6749,80,49,23,23,28,25,2,26,6
6750,96,53,1,98,7,3,86,32,6
6751,116,152,10,28,24,32,1,35,6
6752,158,167,4,12,18,2,2,31,6
6753,64,76,11,30,28,7,1,37,6
6754,246,135,4,120,23,16,82,18,6
6755,64,77,4,81,10,1,0,40,6
6756,269,82,22,89,21,10,80,28,6
6757,200,91,18,40,25,1,1,16,6
6758,288,66,10,6,16,11,85,19,6
6759,129,62,9,15,25,10,84,34,6
6760,79,93,17,42,2,3,83,40,6
6761,19,64,3,100,4,25,1,3,6
6762,222,97,9,54,7,19,0,32,6
6763,26,122,7,111,17,26,81,35,6
6764,299,86,24,78,23,29,80,10,6
6765,18,80,8,72,20,24,85,7,6
6766,358,171,6,56,22,11,83,11,6
6767,149,115,27,83,32,15,84,18,6
6768,134,184,24,107,4,18,85,3,6
6769,312,149,29,51,26,27,85,4,6
6770,261,132,6,110,26,21,0,33,6
6771,64,133,17,97,6,21,79,5,6
6772,115,151,7,42,32,7,2,16,6
6773,363,33,19,10,4,11,2,1,6
6774,211,29,10,14,11,26,86,11,6
6775,83,97,29,33,25,20,1,12,6
6776,256,41,15,112,23,31,0,13,6
6777,272,53,27,109,23,19,2,32,6
6778,194,30,1,37,17,14,0,28,6
6779,214,132,1,69,20,3,81,19,6
6780,222,82,26,24,20,21,83,36,6
6781,292,171,4,51,6,17,2,7,6
6782,229,160,5,35,29,9,1,31,6
6783,90,145,4,92,26,26,83,16,6
6784,65,132,11,120,8,15,82,41,6
6785,239,121,23,70,5,9,82,38,6
6786,255,143,29,114,5,22,1,27,6
6787,287,168,11,31,30,18,2,40,6
6788,108,62,22,104,29,12,80,28,6
6789,144,96,25,80,24,29,2,36,6
6790,200,183,14,36,25,19,80,8,6
6791,341,136,25,41,22,19,84,1,6
6792,161,53,7,20,13,5,2,32,6
6793,164,95,16,69,25,17,85,23,6
6794,260,137,19,34,29,27,0,27,6
6795,127,160,29,22,3,18,84,5,6
6796,336,160,2,57,26,19,2,1,6
6797,57,32,12,93,30,13,81,2,6
6798,162,87,13,36,23,15,0,1,6
6799,354,107,22,24,18,14,0,41,6
6800,158,58,26,35,28,24,2,4,6
6801,220,84,12,113,14,27,2,28,6
6802,186,33,13,56,1,33,2,33,6
6803,114,28,6,120,20,2,0,31,6
6804,77,154,21,29,8,20,2,20,6
6805,129,49,14,119,21,10,79,17,6
6806,289,68,17,19,16,31,0,11,6
6807,289,63,8,72,27,26,84,37,6
6808,25,26,27,59,4,30,84,28,6
6809,192,158,16,49,19,14,81,11,6
6810,330,108,7,78,28,5,1,17,6
6811,255,73,13,116,23,11,83,1,6
6812,49,127,8,36,28,33,1,22,6
6813,208,105,9,107,15,14,80,9,6
6814,159,56,23,89,11,5,0,21,6
6815,110,172,12,113,10,25,0,24,6
6816,118,109,11,52,27,22,2,15,6
6817,83,144,18,67,19,20,84,25,6
6818,139,162,28,100,22,17,2,32,6
6819,256,22,7,72,9,12,2,20,6
6820,244,104,15,38,24,13,84,28,6
6821,100,170,20,11,11,28,0,9,6
6822,160,93,21,80,13,32,81,3,6
6823,203,141,15,83,6,22,0,15,6
6824,46,63,28,3,24,11,0,17,6
6825,50,151,21,88,19,5,0,8,6
6826,225,70,16,75,6,5,2,5,6
6827,283,172,10,76,18,27,79,3,6
6828,135,145,6,93,5,23,84,36,6
6829,229,80,28,96,14,30,2,29,6
6830,133,103,12,72,25,18,1,27,6
6831,330,164,9,3,22,33,1,37,6
6832,275,146,25,58,29,22,79,38,6
6833,342,99,9,43,32,12,86,40,6
6834,124,31,13,98,31,27,2,35,6
6835,304,83,16,76,28,7,83,34,6
6836,192,18,8,24,18,10,79,12,6
6837,177,181,5,92,30,29,1,21,6
6838,38,51,6,28,23,27,2,23,6
6839,255,27,15,34,32,29,79,7,6
6840,345,106,24,53,6,22,80,20,6
6841,108,177,25,73,4,15,2,39,6
6842,310,155,9,98,1,16,81,34,6
6843,244,180,15,114,23,25,86,17,6
6844,135,183,14,32,26,17,2,9,6
6845,123,182,27,104,10,22,2,35,6
6846,339,145,12,77,21,19,86,35,6
6847,45,38,3,33,16,17,82,15,6
6848,188,47,22,67,6,9,2,4,6
6849,135,91,10,33,12,30,2,11,6
6850,346,54,24,44,27,28,85,11,6
6851,69,76,23,18,10,1,84,33,6
6852,346,168,17,24,6,20,85,4,6
6853,273,24,9,61,28,10,84,22,6
6854,68,175,11,87,6,33,1,4,6
6855,227,89,4,111,28,11,81,4,6
6856,18,135,7,81,2,1,0,15,6
6857,123,71,12,74,7,27,79,23,6
6858,189,94,16,29,16,21,2,28,6
6859,258,176,20,27,28,12,85,12,6
6860,38,157,9,62,27,27,86,17,6
6861,131,48,9,86,6,25,1,26,6
6862,242,172,1,43,20,20,84,35,6
6863,161,124,18,68,19,30,83,31,6
6864,217,67,5,64,24,9,86,41,6
6865,263,30,7,13,30,8,2,27,6
6866,303,138,29,43,30,25,2,23,6
6867,345,19,18,97,4,28,80,24,6
6868,242,128,22,99,18,10,1,38,6
6869,353,30,29,51,13,10,81,34,6
6870,258,120,17,78,29,29,0,39,6
6871,15,178,12,106,26,28,83,38,6
6872,215,180,10,41,8,28,1,26,6
6873,285,86,6,48,5,26,0,12,6
6874,133,61,14,65,23,24,80,20,6
6875,326,175,9,44,25,16,85,27,6
6876,48,79,18,8,25,7,84,37,6
6877,214,51,23,43,19,10,82,2,6
6878,352,116,20,83,6,2,84,9,6
6879,96,72,11,104,16,21,85,4,6
6880,227,114,17,42,20,2,0,25,6
6881,185,174,24,49,8,31,86,1,6
6882,338,107,1,108,22,17,79,32,6
6883,256,48,13,114,19,10,81,36,6
6884,111,91,21,52,4,21,79,34,6
6885,93,34,1,43,3,32,79,39,6
6886,247,184,12,110,9,16,2,14,6
6887,25,124,11,99,28,12,81,26,6
6888,75,73,15,50,12,3,0,21,6
6889,348,159,4,61,22,33,1,22,6
6890,105,111,12,28,4,32,79,13,6
6891,140,19,14,87,18,30,2,11,6
6892,316,17,6,16,27,11,2,22,6
6893,205,181,3,22,25,23,0,4,6
6894,241,68,8,42,20,5,83,16,6
6895,311,71,11,83,21,31,2,25,6
6896,241,54,21,35,20,11,1,13,6
6897,265,70,18,42,15,17,2,11,6
6898,320,86,1,75,12,8,0,16,6
6899,159,44,12,119,9,4,2,1,6
6900,113,60,8,19,29,23,0,37,6
6901,181,64,28,56,24,5,2,14,6
6902,44,30,16,46,32,32,80,35,6
6903,129,144,14,77,7,1,82,24,6
6904,87,168,28,4,22,28,2,31,6
6905,270,18,24,87,29,30,2,31,6
6906,308,39,5,21,13,26,80,7,6
6907,104,132,26,46,26,26,1,9,6
6908,4,116,3,50,15,26,80,30,6
6909,86,165,18,90,21,21,86,5,6
6910,123,138,6,81,26,19,82,31,6
6911,98,182,6,14,24,1,1,37,6
6912,331,141,21,111,26,19,1,25,6
6913,61,98,10,105,19,16,1,32,6
6914,105,56,29,41,26,10,79,32,6
6915,75,61,8,89,32,27,1,18,6
6916,111,26,26,99,16,11,85,10,6
6917,5,155,7,111,23,21,80,2,6
6918,78,35,4,49,7,5,81,11,6
6919,87,43,12,91,20,32,2,26,6
6920,253,166,6,65,24,18,1,6,6
6921,56,89,26,120,4,9,84,36,6
6922,246,144,18,15,1,32,86,33,6
6923,72,100,13,74,31,14,84,22,6
6924,295,24,9,119,16,7,81,32,6
6925,236,143,10,59,24,31,86,24,6
6926,152,87,4,75,32,21,1,27,6
6927,212,65,18,121,17,6,85,13,6
6928,20,104,28,31,24,20,1,41,6
6929,67,139,18,71,3,22,2,9,6
6930,213,107,1,101,22,31,1,5,6
6931,87,101,25,13,18,20,83,8,6
6932,176,48,15,105,13,8,1,16,6
6933,70,67,16,43,25,3,86,34,6
6934,260,122,19,92,26,8,0,25,6
6935,148,69,13,110,9,6,0,1,6
6936,170,15,25,20,17,12,84,14,6
6937,305,113,6,58,17,21,86,32,6
6938,233,57,12,36,4,29,1,5,6
6939,130,171,8,95,17,29,0,35,6
6940,32,87,12,92,20,24,83,32,6
6941,275,182,26,28,21,10,1,12,6
6942,339,92,27,31,16,26,85,14,6
6943,112,80,29,108,12,18,2,30,6
6944,48,39,5,11,31,30,0,8,6
6945,134,160,10,8,26,32,1,34,6
